valid_loss,valid_accuracy,epoch,step,train_loss,train_accuracy_epoch,train_accuracy_step,test_loss,test_accuracy
0.3118344843387604,0.8884999752044678,0,44,,,,,
,,0,44,0.44145652651786804,0.819826066493988,,,
,,1,49,,,0.912109375,,
0.2752251923084259,0.8964999914169312,1,89,,,,,
,,1,89,0.233598992228508,0.9183478355407715,,,
,,2,99,,,0.93359375,,
0.2788914740085602,0.8930000066757202,2,134,,,,,
,,2,134,0.1781671643257141,0.9369999766349792,,,
,,3,149,,,0.947265625,,
0.2897639274597168,0.8914999961853027,3,179,,,,,
,,3,179,0.14716662466526031,0.9497391581535339,,,
,,4,199,,,0.962890625,,
0.31953972578048706,0.8855000138282776,4,224,,,,,
,,4,224,0.12495601177215576,0.958173930644989,,,
,,5,249,,,0.974609375,,
0.33291611075401306,0.8859999775886536,5,269,,,,,
,,5,269,0.10741782933473587,0.9647391438484192,,,
,,6,299,,,0.97265625,,
0.36091840267181396,0.8799999952316284,6,314,,,,,
,,6,314,0.09025973081588745,0.9716521501541138,,,
,,7,349,,,0.970703125,,
0.3783629834651947,0.8849999904632568,7,359,,,,,
,,7,359,0.08017150312662125,0.9744347929954529,,,
,,8,399,,,0.994140625,,
0.407743364572525,0.878000020980835,8,404,,,,,
,,8,404,0.061387043446302414,0.9840434789657593,,,
,,9,449,,,0.9830508232116699,,
0.43946200609207153,0.8744999766349792,9,449,,,,,
,,9,449,0.05745714157819748,0.9836521744728088,,,
0.4702315628528595,0.8734999895095825,10,494,,,,,
,,10,494,0.04198112338781357,0.9913478493690491,,,
,,11,499,,,0.994140625,,
0.5022429823875427,0.8700000047683716,11,539,,,,,
,,11,539,0.035738881677389145,0.9926956295967102,,,
,,12,549,,,0.998046875,,
0.5238110423088074,0.8709999918937683,12,584,,,,,
,,12,584,0.05166466161608696,0.9873478412628174,,,
,,13,599,,,0.998046875,,
0.5441228151321411,0.8690000176429749,13,629,,,,,
,,13,629,0.022928249090909958,0.9966086745262146,,,
,,14,649,,,0.99609375,,
0.5690547227859497,0.8709999918937683,14,674,,,,,
,,14,674,0.01874992437660694,0.9976087212562561,,,
,,15,699,,,1.0,,
0.5999855995178223,0.8679999709129333,15,719,,,,,
,,15,719,0.015305519104003906,0.998391330242157,,,
,,16,749,,,0.998046875,,
0.6309905648231506,0.8690000176429749,16,764,,,,,
,,16,764,0.01245060097426176,0.9990000128746033,,,
,,17,799,,,0.998046875,,
0.664687991142273,0.8679999709129333,17,809,,,,,
,,17,809,0.010013564489781857,0.9993043541908264,,,
,,18,849,,,1.0,,
0.7043827176094055,0.8659999966621399,18,854,,,,,
,,18,854,0.008131165988743305,0.9993913173675537,,,
,,19,899,,,1.0,,
0.7357565760612488,0.8665000200271606,19,899,,,,,
,,19,899,0.006491302978247404,0.999478280544281,,,
0.7764043807983398,0.8659999966621399,20,944,,,,,
,,20,944,0.004769928753376007,0.9995652437210083,,,
,,21,949,,,1.0,,
0.8183332085609436,0.8629999756813049,21,989,,,,,
,,21,989,0.003412506775930524,0.9998260736465454,,,
,,22,999,,,1.0,,
0.8653817772865295,0.8579999804496765,22,1034,,,,,
,,22,1034,0.002501398790627718,0.9999130368232727,,,
,,23,1049,,,1.0,,
0.9118420481681824,0.8654999732971191,23,1079,,,,,
,,23,1079,0.0018617871683090925,0.9999130368232727,,,
,,24,1099,,,1.0,,
0.9495019316673279,0.859499990940094,24,1124,,,,,
,,24,1124,0.0013867963571101427,0.9999130368232727,,,
,,25,1149,,,1.0,,
0.9915788769721985,0.8585000038146973,25,1169,,,,,
,,25,1169,0.001034241053275764,0.9999565482139587,,,
,,26,1199,,,1.0,,
1.0388139486312866,0.8619999885559082,26,1214,,,,,
,,26,1214,0.0007591876783408225,0.9999565482139587,,,
,,27,1249,,,1.0,,
1.08279550075531,0.8615000247955322,27,1259,,,,,
,,27,1259,0.0005569056374952197,1.0,,,
,,28,1299,,,1.0,,
1.127895474433899,0.8600000143051147,28,1304,,,,,
,,28,1304,0.000420192169258371,1.0,,,
,,29,1349,,,1.0,,
1.1764988899230957,0.8604999780654907,29,1349,,,,,
,,29,1349,0.0003103624621871859,1.0,,,
,,30,1350,,,,1.2460297346115112,0.8497599959373474
