train_accuracy_step,epoch,step,valid_loss,valid_accuracy,train_loss,train_accuracy_epoch,test_loss,test_accuracy
0.9375,12,3104,,,,,,
1.0,12,3109,,,,,,
0.90625,12,3114,,,,,,
0.96875,12,3119,,,,,,
0.96875,12,3124,,,,,,
0.9375,12,3129,,,,,,
0.9375,12,3134,,,,,,
0.96875,12,3139,,,,,,
1.0,12,3144,,,,,,
1.0,12,3149,,,,,,
0.9375,12,3154,,,,,,
0.9375,12,3159,,,,,,
0.9375,12,3164,,,,,,
0.96875,12,3169,,,,,,
0.84375,12,3174,,,,,,
1.0,12,3179,,,,,,
0.96875,12,3184,,,,,,
0.96875,12,3189,,,,,,
1.0,12,3194,,,,,,
1.0,12,3199,,,,,,
0.96875,12,3204,,,,,,
1.0,12,3209,,,,,,
0.96875,12,3214,,,,,,
0.96875,12,3219,,,,,,
0.96875,12,3224,,,,,,
0.9375,12,3229,,,,,,
0.96875,12,3234,,,,,,
1.0,12,3239,,,,,,
0.9375,12,3244,,,,,,
0.90625,12,3249,,,,,,
,12,3249,0.14828163385391235,0.972000002861023,,,,
,12,3249,,,0.13675042986869812,0.9651250243186951,,
0.96875,13,3254,,,,,,
0.9375,13,3259,,,,,,
0.90625,13,3264,,,,,,
1.0,13,3269,,,,,,
0.96875,13,3274,,,,,,
1.0,13,3279,,,,,,
0.96875,13,3284,,,,,,
0.96875,13,3289,,,,,,
0.9375,13,3294,,,,,,
1.0,13,3299,,,,,,
0.96875,13,3304,,,,,,
1.0,13,3309,,,,,,
1.0,13,3314,,,,,,
1.0,13,3319,,,,,,
0.96875,13,3324,,,,,,
0.96875,13,3329,,,,,,
0.9375,13,3334,,,,,,
0.8125,13,3339,,,,,,
1.0,13,3344,,,,,,
1.0,13,3349,,,,,,
1.0,13,3354,,,,,,
0.9375,13,3359,,,,,,
0.90625,13,3364,,,,,,
1.0,13,3369,,,,,,
0.9375,13,3374,,,,,,
0.96875,13,3379,,,,,,
1.0,13,3384,,,,,,
1.0,13,3389,,,,,,
0.96875,13,3394,,,,,,
0.90625,13,3399,,,,,,
0.96875,13,3404,,,,,,
0.90625,13,3409,,,,,,
1.0,13,3414,,,,,,
0.9375,13,3419,,,,,,
1.0,13,3424,,,,,,
1.0,13,3429,,,,,,
0.96875,13,3434,,,,,,
0.9375,13,3439,,,,,,
0.90625,13,3444,,,,,,
